url_code,lure_maker_name_en,scraping_source_id,category_name_ja,lure_name_ja,lure_name_en,attached_hook_size_1,attached_hook_size_2,attached_hook_size_3,attached_hook_size_4,attached_hook_size_5,attached_ring_size,lure_buoyancy,lure_action,lure_length,lure_weight,lure_range_min,lure_range_max,lure_information,is_available
,ima,https://www.ima-ams.co.jp/product/products/detail/51,リップレスミノー,コスケ 170F,kosuke 170F,#3,#3,#3,,,#4,Floating,ローリング,170,39,30,80,大型ベイトパターン用に開発されたシリーズ最大サイズのkosuke 170F。そのサイズとは裏腹に繊細で非常になめらかなローリングアクションが魚をとりこにします。ただ巻きはもちろんのこと、ドリフトや日中のトゥイッチ、ジャークとさまざまな使い方に対応しており、豪快なビッグベイトゲームの中で手堅く魚を魅了したい時におすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/26,リップレスミノー,コモモ 85SF カウンター,komomo 85SF counter,#8,#8,,,,#3,Floating,ローリング＋ウォブリング,85,8,5,40,シリーズ最小のkomomo。汎用性の高い85mmサイズで、違和感を与えにくい細身のシルエットが特徴。アピールを抑えたアクションでkomomoらしいシャロー性能を持ち、バチやハク、イワシなどの小型のベイトを捕食するシーバスに威力を発揮します。他のkomomoと同様、SFとカウンターモデルを使い分けることでさまざまな状況で活躍します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/22,リップレスミノー,コモモ 110S カウンター,komomo 110S counter,#8,#8,#8,,,#3,Slow Sinking,ローリング＋ウォブリング,110,13,30,80,komomoシリーズきってのオールラウンダー。大きくも小さくもない“ちょうどいい”サイズ感は、バチパターンからベイトパターンまで抜群の実釣性能を誇ります。125mmモデルと同様、SFよりもやや下のレンジを控えめなアクションで使うことができます。1年を通してルアーケースに入れることのできる万能なkomomoです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/30,リップレスミノー,コモモ 130 スリム トマホーク,komomo 130 slim TOMAHAWK,#6,#6,#6,,,#3,Sinking,ウォブンロール,130,13.5,20,60,130mmというサイズながらスリムシルエットでナチュラルにみせるkomomo。TOMAHAWKの名にふさわしい飛距離と、アピール力を抑えたローリング気味のアクションが特徴です。シャローのハイプレッシャーな状況を打開するための切り札として使ってほしいルアーです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/509,リップレスミノー,コモモ 155 カウンター,komomo 155 counter,#3,#3,#3,,,#3,Floating,ウォブンロール,155,29,20,70,komomoSF-155よりアクションを弱くナチュラルに設定したウェイトチューンモデル。流速の速い河川でのドリフト釣法において、ダウンストリームに入っても暴れ過ぎずにナチュラルにアピールしてくれます。晩秋の落ち鮎パターンやカビボラパターンなど、弱って流されていくベイトをイメージして使っていただくのがおすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/25,リップレスミノー,コモモ SF-85,komomo SF-85,#8,#8,,,,#3,Floating,ローリング＋ウォブリング,85,7,5,30,シリーズ最小のkomomo。汎用性の高い85mmサイズで、違和感を与えにくい細身のシルエットが特徴。アピールを抑えたアクションでkomomoらしいシャロー性能を持ち、バチやハク、イワシなどの小型のベイトを捕食するシーバスに威力を発揮します。他のkomomoと同様、SFとカウンターモデルを使い分けることでさまざまな状況で活躍します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/31,リップレスミノー,コモモ SF-95 スリム,komomo SF-95 slim,#10,#10,,,,#2,Floating,ウォブンロール,95,5.7,15,30,バチ、稚鮎、サヨリ…自然界には細身のシルエットのベイトが存在します。これらのベイトを捕食するシーバスは、ルアーシルエットに対し非常にセレクティブ。細身ボディ&控えめアクションのkomomo SF-95 slimをフィネスタックルと組み合わせて難しいシチュエーションを攻略しましょう。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/21,リップレスミノー,コモモ SF-110,komomo SF-110,#8,#8,#8,,,#2,Floating,ローリング＋ウォブリング,110,12,0,50,シリーズならではのスリムシェイプに、抑え気味のアクションでナチュラルにアピール。また着水の音がより小さくなるよう着水時の姿勢もこだわり抜かれています。タングステンウェイトを搭載しているため飛距離も安定。ここぞというピンスポットで狙ったターゲットに有効です。シャローゲームのローテーションに欠かせない1本です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/19,リップレスミノー,コモモ SF-125,komomo SF-125,#4,#4,#4,,,#3,Floating,ウォブンロール,125,18,5,50,投げて巻くだけで釣れるリップレスミノーとして1998年に登場したkomomo SF-125。今回で2度目のフルモデルチェンジとなるkomomo SF-125は、浮力設定の見直しやMRDシステムの搭載、ヘッドに新構造を採用したことにより、「komomo」本来のコンセプトはそのままに、「シャロー性能」と「遠投性能」を両立したモデルに仕上がりました。飛距離、シャロー性能、スロー耐性が別次元になった新komomoをどうぞお楽しみください。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/20,リップレスミノー,コモモ 125 カウンター,komomo 125 counter,#4,#4,#4,,,#3,Suspend in saltwater,ウォブンロール,110,13,30,80,シャロー性能や飛距離性能などkomomo SF-125の基本性能はそのままにオリジナルモデルより少し抑えたなめらかなアクションでシーバスを魅了します。komomo SF-125より一枚下のレンジを狙いたい時やよりナチュラルに魅せたい時に最適です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/27,リップレスミノー,コモモ SF-145,komomo SF-145,#3,#3,#3,,,#4,Floating,ローリング＋ウォブリング,145,26,20,50,外洋や河口のシャローレンジに彷徨うランカー攻略を可能にしてくれるビッグサイズのkomomo。コノシロやハタハタといった大型のベイトを偏食している時や、サイズと泳ぎでルアーの存在を強くアピールしたい時はkomomo SF-145の出番です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/28,リップレスミノー,コモモ SF-145 カウンター,komomo 125 counter,#4,#4,#3,,,#4,Floating,ウォブンロール,145,22,30,60,komomoシリーズ最大サイズ・最大重量を誇るランカー狙いモデル。ノーマルモデルと同様、秋の大型ベイトパターンではもちろんのこと、派手なアクションを封印したカウンターアクションが瀕死の鮎を演出し、落ち鮎パターンの必携ルアー。ノーマルとの使い分けが釣果UPの秘訣です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/508,リップレスミノー,コモモ SF-155,komomo SF-155,#3,#3,#3,,,#3,Floating,ウォブンロール,155,25,5,50,komomoシリーズ最大の155mm。シリーズ特有の水面直下から50cmのレンジをゆっくりと泳がせられるシャロー性能、なめらかでナチュラルなアクションはそのままに、MRDシステム搭載により立ち上がりのよさも抜群に。河川の落ち鮎や、河川から干潟のボラなど大型ベイトパターンではパイロットルアーとしても活躍してくれます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/32,リップレスミノー,コモモII,komomoII,#3,#3,,,,#3,Floating,ローリング＋ウォブリング,110,15,0,20,特徴的なヘッド構造から生まれる激しいアクションで水面直下をかき回します。デッドスローリトリーブではハイピッチローリング、スローリトリーブではワイドなスネーキングアクションで水面を意識した高活性なシーバスにハイアピール。晩秋の成長したボラが湧く状況や落ち鮎パターン、サラシの薄いヒラスズキゲームまでさまざまな場面で威力を発揮します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/34,リップレスミノー,コモモII 65,komomoII 65,#10,#10,,,,#2,Floating,ローリング＋ウォブリング,65,6,0,20,春先になると、河川ではボラの幼魚であるハクにシーバスが激しくボイルする光景が見られます。そんな時に迷わず投げてもらいたいのがkomomoII 65。キャストを躊躇するほど浅いエリアを、小さなシルエットでスローに探ることができるこのルアーは、マイクロパターン攻略に必須アイテムです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/33,リップレスミノー,コモモII 90,komomoII 90,#4,#4,,,,#3,Floating,ローリング＋ウォブリング,90,12,0,20,オリジナルの110mmからのサイズダウンしたモデル。シーバスのターゲットとされやすい90mmで、年間を通して最も扱いやすいモデルです。シーバスがイナッコを偏食している時や、トップウォーターに出切らない時がこのkomomoII 90の出番です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/108,シンキングペンシル,コレット 45,COLLET 45,#16,#16,,,,#1,Sinking,ローリング,45,2.5,10,30,スイム姿勢やフォール姿勢にこだわったローリングアクションのシンキングペンシルです。ジグヘッドで攻めにくいシャローや、ミノーで届かないストラクチャー周りにも効果的です。デッドスローでゆっくり魅せる、食わせのタイミングを意識したロールアクションや水平フォールでバイトを誘発します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/208,シンキングペンシル,コレット 60,COLLET 60,#14,#14,,,,#1,Sinking,ローリング,60,4.2,10,30,ラフなコンディションや大型攻略には欠かせないライトゲーム用シンキングペンシルです。シャローや根・藻場まわりをスローに誘い、スリムなボディで食わせ効果アップ！60mmはよりラフなコンディションに対応し、45mmでカバーしきれない距離や状況に対応します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/560,シンキングミノー,コウ 130S,ko 130S,#8,#8,#8,,,#2,Sinking,ローリング,130,12,0,60,9年ぶりに待望の「ko 130S」を限定復刻。ko 130Sはご覧のとおり、バチやサヨリなどの細身のベイトにマッチする極細ミノー。控えめなロールアクションで表層を探れます。その人気は国内にとどまらず、海外からもリクエストの多い銘品です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/106,トップウォーター,サイレントソルトスキマー,Silent Salt Skimmer,#4,#4,,,,#3,Floating,ドッグウォーク,110,13,0,0,imapopkeyとは正反対の細身シルエットであり、浮き姿勢は水平に、誰でも簡単にドッグウォークが可能です。細みであることから控えめなアピールで、警戒心の強いシャローのシーバスにうってつけです。飛行姿勢・遠投性能も優秀で沖でボイルするシーバス攻略には欠かせないルアーです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/42,リップレスミノー,サスケ 105,sasuke 105,#4,#4,,,,#3,Floating,ウォブンロール,105,13,50,80,干潟の中層からボトムを意識したkomomo SF-125とsasuke 120 裂波の中間レンジのミノー。ステディリトリーブによるスライドダートアクションや激しいアクションを入れても水面を割りにくいことから、デイゲームのリアクションバイトを誘います。空力に優れたボディで強風下でも安定した飛距離を出す、オールラウンダーsasukeです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/39,リップレスミノー,サスケ 120 剛力,sasuke 120 goriki,#3,#3,,,,#3,Floating,ウォブンロール,120,19,50,100,荒波にがっちり食いつくレードルリップと適度なファットボディが特徴のsasuke 120 剛力。シリーズ随一の浮力とアピール力で磯や外洋などのパイロットルアーとして欠かせないルアーです。また120mmサイズに#3の大型フックを搭載したこのルアーはランカーシーバスをより確実に獲りたい大型ハンターからも高い支持を得ています。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/210,リップレスミノー,サスケ 120 裂空,sasuke 120 rekku,#3,#3,,,,#3,Floating,ウォブンロール,120,20,60,80,シリーズ初のMRDシステムを搭載したsasuke 120 裂空。昨今のルアーに求められる飛距離・飛行姿勢・立ち上がり・アクション・レンジ・使える速度域・バラしにくさといった基本性能に極限までこだわった誰でも簡単に使え釣果が得られる“コンプリートミノー”です。アクションはローリングが強め。「裂波」と使い分けて攻略の幅を広げましょう。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/35,リップレスミノー,サスケ 120 裂波,sasuke 120 reppa,#6,#6,#6,,,#3,Floating,ウォブンロール,120,17,70,90,ima独自のレードルリップをもつsasukeシリーズの代表作。「キングオブソルトウォーターミノー」と呼ばれるフラッグシップモデルの「裂波」ですがシーバス、フラットフィッシュ、青物はもちろん、淡水や海外のあらゆるシチュエーションでもその力を発揮しています。魚種や場所を選ばない汎用性と実釣力の高さはまさに日本を代表するモンスタールアーです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/37,リップレスミノー,サスケ 120S 裂風,sasuke 120S reppu,#6,#6,#6,,,#3,Sinking,ウォブンロール,120,18,70,100,sasuke 120 裂波に1gのウェイトを追加したシンキングモデル。オープンエリアではその遠投性能をいかし、さらに広範囲のエリアを探れるのも魅力です。磯やサーフといったエリアで水に馴染ませてトレースをすることや、一枚深いレンジをスローに攻めたい時など「裂波」との使い分けで活躍します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/40,リップレスミノー,サスケ 130 剛力,sasuke 130 goriki,#2,#2,,,,#4,Floating,ウォブンロール,130,25,80,120,sasukeシリーズ最高のパワーモデル。強風をものともしないキャスタビリティーと、荒れた海面でもしっかり水を捉える力強い泳ぎが特徴。ラフなコンディション下での釣りや大型狙いの釣りに安心してのぞむことができます。大型の#2フックを搭載しており、ランカーシーバスや青物、アカメなどを狙ううえでは必携のsasukeです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/449,リップレスミノー,サスケ 140 真裂波,sasuke 140 shinreppa,#4,#4,#4,,,#3,Floating,ウォブンロール,140,23,60,100,imaのフラッグシップモデル「裂波」の名を継承するsasuke 140 真裂波。「裂波」の代名詞ともいえるシリーズ特有の“魚を寄せる“ウォブンロールアクションはそのままに、重心移動システム「MRD」搭載によりシリーズ随一の飛行安定性を実現。最長飛距離は驚愕の75mを記録。また、すばやい立ち上がりで着水後の泳ぎ出しも抜群です。絶妙な浮力設定でスローからファストまで幅広い巻き速度に対応し、サイズ感にとらわれず、さまざまなフィールドで活躍します。まさに、キングオブソルトウォーターミノーの真価が発揮される一本です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/36,リップレスミノー,サスケ 140 裂波,sasuke 140 reppa,#3,#3,#3,,,#4,Floating,ウォブンロール,140,20,60,100,sasuke 120 裂波の優れたバランスをそのまま踏襲し、タフな条件下での安定感はピカイチ。特にヒラスズキゲームとの相性もよく、ベスト・オブ・ヒラスズキルアーとの呼び声も。もちろん基本性能の高さは使う場所を選ばず、広大なシャローが広がる河口域やサーフゲームとの相性も抜群。ランカーを狙ううえで欠かせないルアーです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/38,リップレスミノー,サスケ 140S 裂風,sasuke 140S rekku,#3,#3,#3,,,#4,Sinking,ウォブンロール,140,21,70,100,sasuke 140 裂波をシンキング化したモデル。高い遠投性能という魅力はもちろん、荒れた状況や足場の高いポイントでの操作性にも優れ、シンキングならではの流れに乗せるドリフトテクニックや細かい誘いも得意なモデルです。ラフなコンディションやsasuke 140 裂波の一枚下のレンジを攻略したい時などにおすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/316,リップレスミノー,サスケ SS-50,sasuke SS-50,#16,#16,,,,#1,Sinking,ウォブンロール,50,1.7,20,50,imaのライトゲームプラグの定番であるsasuke SF-50。そのシークレットチューンとしてimaスタッフがフックを変更し、さらなる釣果を生み出してきたマル秘モデルが待望の製品化。アクションの強いルアーに反応しない低活性時やストラクチャー周りのここぞというピンポイントでアクションを入れたあとのステイも得意なアイテムです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/46,リップレスミノー,サスケ SS-75,sasuke SS-75,#10,#10,,,,#2,Sinking,ウォブンロール,75,7,40,90,シーバスをターゲットとしたsasukeの小型モデル。早春からのマイクロベイトパターンに特に強く、小場所から干潟・河口といったオープンエリアでも活躍し、サイズを感じさせない飛距離もこのルアーの魅力です。SF・SSはレンジの使い分け以外に、リトリーブではSF、ドリフトやアクションといった小技を入れるにはSSと、使い分けができます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/44,リップレスミノー,サスケ SS-95,sasuke SS-95,#6,#6,,,,#3,Sinking,ウォブンロール,95,10,30,60,“シーバスの餌”とまで呼ばれる高い実釣性能を誇る超ロングセラーミノー。港湾部をはじめ河川から干潟まで使う場所や季節を選ばず活躍。安定した飛距離と食わせのアクションを併せ持つ。フローティングのSFとシンキングのSSの使い分けにより様々な状況に対応します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/48,リップレスミノー,サスケ SF-50,sasuke SF-50,SBL-55M #12,,,,,#1,Floating,ウォブンロール,50,1.5,10,40,人気のsasukeシリーズの最小モデルですが、そのアクションの安定感は抜群です。アジング・メバリングにおいてプラグは広く探るためのルアーという位置づけが一般的ですが、このsasuke SF-50はピンポイントでの攻略にも活躍します。船陰や明暗の境等でライズするターゲットの目の前に通せば、すぐにバイトを誘発するでしょう。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/45,リップレスミノー,サスケ SF-75,sasuke SF-75,#10,#10,,,,#2,Floating,ウォブンロール,75,6,30,80,シーバスをターゲットとしたsasukeの小型モデル。早春からのマイクロベイトパターンに特に強く、小場所から干潟・河口といったオープンエリアでも活躍し、サイズを感じさせない飛距離もこのルアーの魅力です。SF・SSはレンジの使い分け以外に、リトリーブではSF、ドリフトやアクションといった小技を入れるにはSSと、使い分けができます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/43,リップレスミノー,サスケ SF-95,sasuke SF-95,#6,#6,,,,#3,Floating,ウォブンロール,95,8,10,60,“シーバスの餌”とまで呼ばれる高い実釣性能を誇る超ロングセラーミノー。港湾部をはじめ河川から干潟まで使う場所や季節を選ばず活躍。安定した飛距離と食わせのアクションを併せ持つ。フローティングのSFとシンキングのSSの使い分けにより様々な状況に対応します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/133,スピンテールジグ,サンティス 33,Santis 33,#8,#8,,,,#3,Sinking,ローリング+スラローム,72,33,,,Santis 33はサーフをメインフィールドとしたブレード付きジグスプーン。リトリーブだけで発生するローリング+スラロームアクションに加え、ブレードのフラッシング効果でターゲットの食性を刺激します。スプーン形状により通常のメタルジグよりも低速に強く、フラットフィッシュの捕食ゾーンを的確にトレースできます。加えて遠投性も折り紙つきなのです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/132,スピンテールジグ,サンティス 40,Santis 40,#10,#6,,,,#3,Sinking,ローリング+スラローム,76,40,,,より遠く、より深く、広範囲を探ることを得意とするSantis 40。ボディ全体が大きくなっていることにより水噛みが良くなり、より大ぶりなアクションでフラットフィッシュを誘います。また、新形状のブレードを搭載することにより、重量級ながらも軽快な使用感になっています。フラットフィッシュは勿論、様々な魚種に高い効果を上げ続けています。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/124,メタルバイブレーション,シュナイダー 13,SCHNEIDER 13,#12,#12,,,,#2,Sinking,バイブレーション,55,13,,,投げる・巻く・沈めるの基本性能を徹底的に追求したSCHNEIDERシリーズが2025年にフルモデルチェンジ。13gはシャローに最適なウェイト設定をそのままに、フックをクラス最大級サイズに。小型で軽量な鉄板バイブレーションにありがちなバラシやすさを低減。フロントアイはダウンクロスや早巻き、リアアイはアップクロスや遅巻きに最適です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/123,メタルバイブレーション,シュナイダー 18,SCHNEIDER 18,#8,#8,,,,#3,Sinking,バイブレーション,68,18,,,投げる・巻く・沈めるの基本性能を徹底的に追求したSCHNEIDERシリーズが2025年にフルモデルチェンジ。18gはシャローエリアのボトム攻略や水深のある河川などでの使用に最適なウェイト設定はそのまま、飛行姿勢の改善や針絡みの軽減など基本性能をブラッシュアップ。フロントアイはダウンクロスや早巻き、リアアイはアップクロスや遅巻きに最適です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/510,メタルバイブレーション,シュナイダー 25,SCHNEIDER 25,#6,#6,,,,#3,Sinking,バイブレーション,73,25,100,,投げる・巻く・沈めるの基本性能を徹底的に追求したSCHNEIDERシリーズが2025年にフルモデルチェンジ。旧28gモデルを外洋、河口域、サーフでも使いやすい25gに変更。飛行姿勢の改善や針絡みを軽減するなど基本性能をブラッシュアップしました。フロントアイはダウンクロスや早巻き、リアアイはアップクロスや遅巻きに最適です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/66,シンキングミノー,ジェッティー 135S,Jetty 135S,#4,#4,,,,#3,Sinking,ウォブンロール,135,26,50,200,サーフゲームに特化したリップ付きシンキングミノーJetty 135S。MRDシステムを搭載し圧倒的な遠投性能を武器に、アピール力の強い派手目のウォブンロールアクションで魚を引き寄せます。幅広いレンジをしっかりとカバー出来るシンキング性能も魅力。サーフゲームのパイロットルアーとして活躍すること間違いなしです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/220,メタルジグ,ジロー 80g,JIRO 80g,#1/0,#2/0,,,,,Sinking,ジグザグフォール/ローリングフォール,110,80,,,コンセプトは「誰にでも扱いやすく、汎用性の高いパイロットジグ」。フォールスピードも速く、その日の状況を探るのに適しています。使い方はいたって簡単。ワンピッチジャークやジャカジャカ巻きといったオーソドックスな誘い方でOK。フック標準搭載でJIROがあればすぐにタチウオが釣れます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/221,メタルジグ,ジロー 100g,JIRO 100g,#1/0,#2/0,,,,,Sinking,ジグザグフォール/ローリングフォール,118,100,,,コンセプトは「誰にでも扱いやすく、汎用性の高いパイロットジグ」。フォールスピードも速く、その日の状況を探るのに適しています。使い方はいたって簡単。ワンピッチジャークやジャカジャカ巻きといったオーソドックスな誘い方でOK。フック標準搭載でJIROがあればすぐにタチウオが釣れます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/222,メタルジグ,ジロー 120g,JIRO 120g,#1/0,#2/0,,,,,Sinking,ジグザグフォール/ローリングフォール,122,120,,,コンセプトは「誰にでも扱いやすく、汎用性の高いパイロットジグ」。フォールスピードも速く、その日の状況を探るのに適しています。使い方はいたって簡単。ワンピッチジャークやジャカジャカ巻きといったオーソドックスな誘い方でOK。フック標準搭載でJIROがあればすぐにタチウオが釣れます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/223,メタルジグ,ジロー 150g,JIRO 150g,#1/0,#2/0,,,,,Sinking,ジグザグフォール/ローリングフォール,133,150,,,コンセプトは「誰にでも扱いやすく、汎用性の高いパイロットジグ」。フォールスピードも速く、その日の状況を探るのに適しています。使い方はいたって簡単。ワンピッチジャークやジャカジャカ巻きといったオーソドックスな誘い方でOK。フック標準搭載でJIROがあればすぐにタチウオが釣れます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/224,メタルジグ,ジロー 180g,JIRO 180g,#1/0,#2/0,,,,,Sinking,ジグザグフォール/ローリングフォール,142,180,,,コンセプトは「誰にでも扱いやすく、汎用性の高いパイロットジグ」。フォールスピードも速く、その日の状況を探るのに適しています。使い方はいたって簡単。ワンピッチジャークやジャカジャカ巻きといったオーソドックスな誘い方でOK。フック標準搭載でJIROがあればすぐにタチウオが釣れます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/373,シンキングミノー,スイケン 50S,SUIKEN 50S,#12,#12,,,,#1,Sinking,ウォブンロール,50,6,30,150,メッキやカマスなどの小型回遊魚や、ハタなどの根魚をターゲットにしたヘビーシンキングミノー。比重の高いボディはキャストしやすく、比較的スピーディな沈下速度で表層から水深10mくらいまでの幅広いレンジを探れます。ただ巻きとトゥイッチを両立したアクションはどんな速度にも対応し、高速時にはイレギュラーな千鳥アクションを発生します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/77,シンキングミノー,スカリ 37S Deep,sukari 37S Deep,#14,#14,,,,#1,Sinking,クランクアクション,37,3,,,渓流ではややオーバースペック気味であった50mmを、deepミノーの限界まで縮小しました。sukari 37S Deepはクランクベイトを思わせるネイチャートラウト用としては新しいアクションスタイルを採用し、スモールシルエットながら存在感をアピール。ノーフックでも瀬を切る超絶バランスで、シングルフックなどのフックレギュレーションに対応します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/63,フローティングミノー,アイボーン 78F シャロー,iBORN 78F shallow,#6,#6,,,,#3,Floating,ワイドウォブンロール,78,8.5,10,40,ロングディスタンスで差をつける。<br>飛行姿勢を安定させ、飛距離を伸ばすボディ形状。<br>しっかりと水を噛む独特のリップ形状。<br>シャローでハイアピールなワイドウォブンロールアクション！<br><br>高いシャロー性能と遠投性能をあわせもつ万能シャローレンジミノー。マイクロベイトを捕食するセレクティブな状況や、港湾部や小規模なフィールドでも扱いやすいサイズとして登場。トリッキーなアクションにもしっかりと対応し、ナイトゲームはもとより、デイゲームでの使用にもおすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/427,シンキングペンシル,アルデンテ 95S ダンツァ,Aldente 95S danza,#10,#10,,,,#2,Sinking,ゆらぎスラローム,95,8,0,10,はがゆいレンジを引けるウェイトアップモデル。<br><br>毎年バチ抜けシーズンでNo.1の実績を誇るバチパターン専用アイテム「Aldente 95S」。今回はそんなAldente 95Sのウェイトチューンモデルが数量限定発売で登場。内部の固定ウェイトを追加することで飛距離アップ、レンジ幅の拡大とさらに使えるシチュエーションが増えました。バチパターン攻略の引き出しを増やそう！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/129,スピンテールジグ,SW 230V ガウル,SW 230V gaur,#10,#12,,,,#2,Sinking,テイルスピン,100,23,,,超スローリトリーブで魅せるVブレード。<br>Vブレード搭載で流れに強く軽い引き抵抗×超スローリトリーブ対応 !<br>パドルフィンが針咬みを軽減、スイム姿勢を安定させる !<br>状況に合わせて2フック、1フックに切り替え可能 !<br><br>特徴的なV字スリットが入ったVブレードはレスポンスの向上と引き重りを大幅に軽減し、超低速でも滑らかな回転を見せシーバスを誘います。。そして、ボディ後方に取り付けられたパドルフィンはフックの絡みを軽減し水平姿勢の安定に貢献し、河川や港湾部の岸壁やピン打ちといった、これまでテイルスピンが苦手としていたポイントの攻略を容易しました。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/128,スピンテールジグ,SW 320V ガウル,SW 320V gaur,#10,#10,,,,#2,Sinking,テイルスピン,105,32,,,深場を超スローリトリーブで攻略。<br>Vブレード搭載で流れに強く軽い引き抵抗×超スローリトリーブ対応 !<br>傾斜のついたパドルフィンが針絡みを軽減 !<br>状況に合わせて2フック、1フックに切り替え可能 !<br><br>より遠くへ、より深く。SW230V gaurのウエイトアップモデル。テイルスピンの中では重量級の部類に入るモデルですが、一度投げれば軽快な使用感にその重量を忘れるほどです。沖堤や港湾部といったディープエリアでも、快適な使用感を約束してくれます。スロースピードでもしっかり回りフラッシングを放つブレードはシーバスのバイトを誘発します。,TRUE
