url_code,lure_maker_name_en,scraping_source_id,category_name_ja,lure_name_ja,lure_name_en,attached_hook_size_1,attached_hook_size_2,attached_hook_size_3,attached_hook_size_4,attached_hook_size_5,attached_ring_size,lure_buoyancy,lure_action,lure_length,lure_weight,lure_range_min,lure_range_max,lure_information,is_available
,ima,https://www.ima-ams.co.jp/product/products/detail/129,スピンテールジグ,SW 230V ガウル,SW 230V gaur,#10,#12,,,,#2,Sinking,テイルスピン,100,23,,,超スローリトリーブで魅せるVブレード。<br>Vブレード搭載で流れに強く軽い引き抵抗×超スローリトリーブ対応 !<brパドルフィンが針咬みを軽減、スイム姿勢を安定させる !<br>状況に合わせて2フック、1フックに切り替え可能 !<br><br>特徴的なV字スリットが入ったVブレードはレスポンスの向上と引き重りを大幅に軽減し、超低速でも滑らかな回転を見せシーバスを誘います。。そして、ボディ後方に取り付けられたパドルフィンはフックの絡みを軽減し水平姿勢の安定に貢献し、河川や港湾部の岸壁やピン打ちといった、これまでテイルスピンが苦手としていたポイントの攻略を容易しました。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/128,スピンテールジグ,SW 320V ガウル,SW 320V gaur,#10,#10,,,,#2,Sinking,テイルスピン,105,32,,,深場を超スローリトリーブで攻略。<br>Vブレード搭載で流れに強く軽い引き抵抗×超スローリトリーブ対応 !<br>傾斜のついたパドルフィンが針絡みを軽減 !<br>状況に合わせて2フック、1フックに切り替え可能 !<br><br>より遠くへ、より深く。SW230V gaurのウエイトアップモデル。テイルスピンの中では重量級の部類に入るモデルですが、一度投げれば軽快な使用感にその重量を忘れるほどです。沖堤や港湾部といったディープエリアでも、快適な使用感を約束してくれます。スロースピードでもしっかり回りフラッシングを放つブレードはシーバスのバイトを誘発します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/24,リップレスミノー,コモモ 90 カウンター,komomo 90 counter,#4,#4,,,,#3,Floating,ローリング＋ウォブリング,90,15,40,70,一口サイズのkomomo、あります。<br>特性の「置く」「止める」「流す」でシーバス を攻略！<br>ハイプレッシャーな状況下で口を使わせたい時に！<br>控えめなアクションで、流れの中でも暴れない！<br><br>komomoの基本性能をべースに、通年使える一口サイズのボディ。不意のランカーにも対応できる#4フックを搭載し、小型ながらもランカー実績が高いアイテムです。 基本のSFモデルは、場所を選ばず様々な状況で活躍し、カウンターモデルは流れのあるフィールドに強く、水中で「置く」「止める」「流す」といった使用方法が可能。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/25,リップレスミノー,コモモ SF-85,komomo SF-85,#8,#8,,,,#3,Floating,ローリング＋ウォブリング,85,7,5,30,ナンバーワンバーサタリティ。<br>汎用性の高い細身で小ぶりなシルエット。<br>ローリング主体で弱めのウォブリングアクション！<br>浅瀬で使える高いシャロー遊泳力！<br><br>シリーズ最小のkomomo。汎用性の高い85mmサイズで、違和感を与えにくい細身のシルエットが特徴。アピールを抑えたアクションでkomomoらしいシャロー性能を持ち、バチやハク、イワシなどの小型のベイトを捕食するシーバスに威力を発揮します。他のkomomoと同様、SFとカウンターモデルを使い分けることでさまざまな状況で活躍します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/23,リップレスミノー,コモモ SF-90,komomo SF-90,#4,#4,,,,#3,Floating,ローリング＋ウォブリング,90,14,30,60,一口サイズのkomomo、あります。<br>komomoの血を引く高い基本性能。<br>90mmサイズでは群を抜く飛距離！<br>バイトを重視した一口サイズ。<br><br>komomoの基本性能をべースに、通年使える一口サイズのボディ。不意のランカーにも対応できる#4フックを搭載し、小型ながらもランカー実績が高いアイテムです。 基本のSFモデルは、場所を選ばず様々な状況で活躍し、カウンターモデルは流れのあるフィールドに強く、水中で「置く」「止める」「流す」といった使用方法が可能。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/21,リップレスミノー,コモモ SF-110,komomo SF-110,#8,#8,#8,,,#2,Floating,ローリング＋ウォブリング,110,12,0,50,飛び込み競技が得意なkomomo。<br>さまざまなシーンでマルチに使える110mmサイズ。<br>タングステンウエイト装備で飛距離アップ。<br>干潮時のアマモやシートパイル攻略に最適！<br><br>シリーズならではのスリムシェイプに、抑え気味のアクションでナチュラルにアピール。また着水の音がより小さくなるよう着水時の姿勢もこだわり抜かれています。タングステンウェイトを搭載しているため飛距離も安定。ここぞというピンスポットで狙ったターゲットに有効です。シャローゲームのローテーションに欠かせない1本です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/19,リップレスミノー,コモモ SF-125,komomo SF-125,#4,#4,#4,,,#3,Floating,ウォブンロール,125,18,5,50,投げて巻くだけ、伝説のシャローランナー。<br>超低速巻きでも魅惑のなめらかアクションを発生。<br>安定した飛行姿勢でよく飛び、着水後の動き出しも抜群。<br>水面下5cm～50cmを自在にレンジコントロール可能。<br><br>投げて巻くだけで釣れるリップレスミノーとして1998年に登場したkomomo SF-125。今回で2度目のフルモデルチェンジとなるkomomo SF-125は、浮力設定の見直しやMRDシステムの搭載、ヘッドに新構造を採用したことにより、「komomo」本来のコンセプトはそのままに、「シャロー性能」と「遠投性能」を両立したモデルに仕上がりました。飛距離、シャロー性能、スロー耐性が別次元になった新komomoをどうぞお楽しみください。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/122,メタルバイブレーション,シュナイダー 28,SCHNEIDER 28,#6,#6,,,,#3,Sinking,バイブレーション,73,28,,,スタンダードを極めたメタルバイブレーションレーション。<br>状況に応じて使い分ける2ラインアイ !<br>ストラクチャーやボトムとの接触をいち早く感知するプロテクションジョー !<br><br>SCHNEIDERは投げる・巻く・沈めるといった基本性能を徹底的に追及したメタルバイブレーションレーション。ビギナーからエキスパートまで快適に扱うことができるスタンダードなルアーです。シャローレンジからディープレンジまで、あらゆる状況に対応できる3サイズ展開で、シーバスゲーム攻略の幅が大きく広がります。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/127,スピンテールジグ,スピンガルフ ネオ 20,Spin Gulf neo 20,#12,#12,,,,#2,Sinking,テイルスピン,44,20,,,糸絡みを解消したスピンテールジグ。<br>適度な引き抵抗＆スムーズに回転し続けるブレード !<br>5mのディープレンジにも完全対応 !<br>安定した飛行姿勢で飛距離UP !<br><br>Spin Gulfはフォール時に針絡みしやすいスピンテールの欠点を解消。引き重り軽減のために小さめのブレードを採用し、プラグタックルでも使用可能です。10m以上のディープレンジには30gを。意外に攻められていない5m程度のセミディープレンジには20gを。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/126,スピンテールジグ,スピンガルフ ネオ 30,Spin Gulf neo 30,#10,#10,,,,#2,Sinking,テイルスピン,55,30,,,糸絡みを解消したスピンテールジグ。<br>適度な引き抵抗＆スムーズに回転し続けるブレード !<br>飛距距は驚異の70mアベレージ !<br>10mのディープレンジにも完全対応 !<br><br>Spin Gulfはフォール時に針絡みしやすいスピンテールの欠点を解消。引き重り軽減のために小さめのブレードを採用し、プラグタックルでも使用可能です。10m以上のディープレンジには30gを。意外に攻められていない5m程度のセミディープレンジには20gを。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/59,リップ付きシンペン,ソバット 80,sobat 80,#6,#6,,,,#3,Sinking,可変アクション,80,13,,,リバーシブルは好きですか？<br>サイズからは想像できない遠投性。<br>リトリーブスピード次第で変化するアクション。<br>マイクロ〜小型ベイトパターンまで幅広く活躍！<br><br>リップつきシンペンの先駆けといえるのがsobat 80。ジャンル的にはシンキングミノーでありながら、リトリーブスピードに応じてミノーのようにも、シンペンのようにも扱うことができます。デイゲームではファストリトリーブからのジャーク、スローリトリーブが中心となるナイトゲームではシンペン的なスラロームアクションと昼夜問わず活躍できる銘品です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/88,シンキングペンシル,ソマリ 90,somari 90,#4,#4,,,,#3,Slow Sinking,ワイドピッチS字スラローム,90,18,5,40,鼻先ゆらゆら、シーバスくらくら。<br>サスペンドにも近い超スローシンキング<br>スローリトリーブ対応のワイドピッチS字スラローム<br>可変リトリーブでリアクションバイトを誘発<br><br>デッドスローリトリーブ時においても、なめらかなS字を描きながら水面直下攻略が可能なsomari 90。最大の特徴とも言えるのは、水中で食わせの間を演出できる超スローシンキング設定。アクションからのストップで食わせることはもちろん、流れに乗せて巻かずに流すだけでオートマチックにS字アクションを描き、シーバスのバイトを誘発します！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/87,シンキングペンシル,ソマリ 140,somari 140,#1,#1,,,,#4,Slow Sinking,S字スラローム,140,62,10,60,スケールが想像を超えるとき。<br>imaオリジナルの重心移動システム「MRD」搭載。<br>弱ったベイトの動きを演出、S字スラロームアクション。<br>大型ベイトを捕食するランカー狙いに。<br><br>somari 90のサイズアップモデル、大型ベイトパターン対応のスイムベイトsomari 140。落ち鮎やコノシロ、イナッコなどの大型ベイトフィッシュを捕食しているランカーシーバスの攻略用として開発された、まさに「スケールの大きい」ルアー。攻略の幅を広げてくれること間違いなしです！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/225,トップウォーター,チャッピー 80,CHAPPY 80,#6,#6,,,,#3,Floating,ドッグウォーク,80,12,0,0,サウンド＆アクションでシーバスに強烈アピール！<br>簡単にできるドッグウォーク。<br>魅惑のラトル音とアクション。<br>一口サイズで初夏の小型ベイトに。<br><br>クイックでスピーディなドッグウォークアクション、2種類のラトルが奏でる独特のサウンド、ナチュラルに発生するスプラッシュ&バブルといったCHAPPYの特徴はそのままに。さらに、ゆっくりとしたドッグウォークにも対応。12gとは思えない絶大な飛距離も相まって、初夏にありがちな「ボイルしているけどなかなかバイトしない」といったタフな状況や、大量のベイトの中でもルアーの存在感を際立たせ、バイトに持ち込むことができます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/107,トップウォーター,チャッピー 100,CHAPPY 100,#3,#3,,,,#3,Floating,ドッグウォーク,100,18,0,0,ベイトライクな存在感、アピール力で魚を引き寄せるペンシルベイト。<br>簡単に出来るドッグウォークアクション !<br>シーバスを誘う魅惑のラトル音とアクション !<br>大型#3フック搭載でバラシを低減 !<br><br>imaプロスタッフ鈴木斉氏監修第2弾のCHAPPY 100。クイックでスピーディなドッグウォークアクション、2種類のラトルによってうまれた独特のサウンド、ナチュラルなスプラッシュとバブル、そんな3つの要素が表層を意識したシーバスに猛アピールします！深いレンジからも誘い出せるこのアピール力だけでなく、100mmボディとは思えない飛距離で広範囲をサーチできるのも強みです。カンタン操作で扱いやすい、頼れるペンシルベイトで楽しいトップゲームを！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/98,シンキングペンシル,ハニートラップ 70S,HONEY TRAP 70S,#6,#6,,,,#3,Sinking,ショートピッチスラローム,70,14,20,60,S字系ゆらぎアクションの甘い罠。<br>抜群の飛距離を誇るリップレスデザイン<br>ショートピッチスラロームアクション<br>マイクロベイトパターンに有効！<br><br>遠投性能と食わせのアクションを持ち備えたシンキングペンシルHONEY TRAP 。ステディリトリーブで揺らぎを伴ったS字アクションが得意。強い流れにも負けないヘビーウエイトの95Sは、リバーシーバスゲーム、マイクロベイト攻略を得意とする70Sは早春から夏頃の河川や港湾で活躍します！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/100,シンキングペンシル,ハニートラップ 70S カルトラ,HONEY TRAP 70S KARUTORA,#6,#6,,,,#3,Sinking,ショートピッチスラローム,80,12,10,50,サウンド＆アクションでシーバスに強烈アピール！<br>簡単にできるドッグウォーク。<br>魅惑のラトル音とアクション。<br>一口サイズで初夏の小型ベイトに。<br><br>クイックでスピーディなドッグウォークアクション、2種類のラトルが奏でる独特のサウンド、ナチュラルに発生するスプラッシュ&バブルといったCHAPPYの特徴はそのままに。さらに、ゆっくりとしたドッグウォークにも対応。12gとは思えない絶大な飛距離も相まって、初夏にありがちな「ボイルしているけどなかなかバイトしない」といったタフな状況や、大量のベイトの中でもルアーの存在感を際立たせ、バイトに持ち込むことができます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/97,シンキングペンシル,ハニートラップ 95S,HONEY TRAP 95S,#3,#3,,,,#4,Sinking,ショートピッチスラローム,95,25,30,80,S字系ゆらぎアクションの甘い罠。<br>抜群の飛距離を誇るリップレスデザイン<br>ショートピッチスラロームアクション<br>河川などのドリフト釣法が得意。<br><br>遠投性能と食わせのアクションを持ち備えたシンキングペンシルHONEY TRAP 。ステディリトリーブで揺らぎを伴ったS字アクションが得意。強い流れにも負けないヘビーウエイトの95Sは、リバーシーバスゲーム、マイクロベイト攻略を得意とする70Sは早春から夏頃の河川や港湾で活躍します！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/99,シンキングペンシル,ハニートラップ 95S カルトラ,HONEY TRAP 95S KARUTORA,#3,#3,,,,#4,Sinking,ショートピッチスラローム,95,20,30,60,S字系ゆらぎアクションの甘い罠。<br>投げやすくなったライトウェイトモデル。<br>ショートピッチスラロームアクション<br>軽量化によりドリフト性能がUP！<br><br>ライトウェイトチューニングにより、干潟や河口域といったシャローエリア攻略に特化させたのがこのKARUTORA。HONEY TRAPの特徴でもあるドリフト性能は軽量化させることにより更に磨きがかかり、スローな攻めをシャローで行うことが可能になりました！水深や流速に合わせてノーマルモデルと組み合わせて使うと効果的です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/318,シンキングペンシル,パドル 110,paddle 110,#8,#8,,,,#3,Sinking,スイングアクション,110,12,5,40,食欲そそるフラフラアクションで大型バチパターン攻略！<br><br>河川のバチパターン特化型シンキングペンシル。特徴的なベリーは水をしっかり受けるので、水面直下のレンジをキープ可能。また水深40cmまでをゆっくり引けるので、状況にあわせて引き波系のAldenteシリーズと使い分けることができます。幅の狭いゆったりとしたスイングアクションは、バチを偏食しているシーバスに違和感なくアピールでき、絶妙なウェイトバランスにより飛距離も十分です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/55,シャッド,B-太 70,B-ta 70,#8,#8,,,,#2,Sinking,ウォブンロール,70,8,60,100,ベイエリアファンタジスタ。<br>サイズ感が良いシーバス専用シャッドプラグ。<br>固定重心が可能にしたハイスペックな立ち上がり。<br>ピンスポットや際打ちといった港湾部にGOOD！<br><br>2004年の発売以来、絶えず実績を上げ続ける超ロングセラールアーのB-太 70。シビアなベイエリアのシーバスにターゲットを絞ったこのルアーは、すばやい立ち上がりを実現する固定重心設計で、巻いてよし・動かしてよしの攻撃的シンキングシャッド。橋脚やバース周り、壁際などストラクチャー攻略で最高のパフォーマンスを発揮してくれます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/96,シンキングペンシル,ピース 60S,p-ce 60S,#10,#10,,,,#2,Sinking,S字スラローム,60,10,10,50,攻略の隙間を埋める1ピース。<br>リップ付きシンキングペンシル。<br>表層をスローに引ける、S字アクション。<br>マイクロベイトパターンにベストマッチ！<br><br>シリーズ最小モデルのp-ce 60S。わずか60mmのコンパクトボディからは想像できない飛距離を見せ、春先から初夏にかけてハクを始めとするマイクロベイトを偏食するシーバスに有効！ベイトの存在は確認できるが水面まで出切らない時、水面直下より1枚下のレンジを探りたい時にオススメです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/96,シンキングペンシル,ピース 80S,p-ce 80S,#6,#6,,,,#3,Sinking,S字スラローム,80,15,40,70,攻略の隙間を埋める1ピース。<br>リップ付きシンキングペンシル。<br>スローに引ける、S字アクション。<br>ボトムから中層まで幅広いレンジに対応。<br><br>リップ付きシンペンp-ce 100のダウンサイジングモデル。ノーマルモデル顔負けの飛距離を叩き出し、やや下のレンジをトレースを可能にしました。ベイトの小さい時期やラフコンディション、低活性でボトムにステイしているなど、あらゆる場面で活躍してくれます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/94,シンキングペンシル,ピース 100,p-ce 100,#4,#4,,,,#3,Sinking,S字スラローム,100,17,30,60,攻略の隙間を埋める1ピース。<br>リップ付きシンキングペンシル。<br>スローに引ける、S字アクション。<br>安心の大型フック搭載。<br><br>水面直下をスラロームアクションでスローに探れることが特徴のリップ付シンキングペンシルp-ce 100。河川でのドリフトゲームはもちろん、流れの緩い干潟や河口域も得意。夏から秋にかけてのイナッコパターンでは欠かすことの出来ないピースとなるでしょう。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/104,トップウォーター,プガチョフコブラ,PUGACHEV'S COBRA,#6,#6,,,,#3,Floating,スライディング,90,12,0,0,吸い込み重視のペンシルベイト。<br>海水に絡み付くようなスライディングアクション !<br>適切な浮力でフッキング率アップ !<br>ピンスポットでの一点操作も可能 !<br><br>シーバスのトップウォーターゲームで頻発するミスバイト対策として、フッキング率を向上させるために浮力をギリギリまで落とし、吸い込みを重視したペンシルベイトです。アングラーのロッドアクションに機敏に反応し、真横90度近くにグイッと首を鋭く振る動きはシーバスのバイトを誘発します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/60,ウェイクベイト,モルモ 80,molmo 80,#6,#6,,,,#3,Floating,ウォブンロール,80,12,0,20,薄皮一枚レンジで起こせスプラッシュ。<br>水面直下の独特の引き波がシーバスを誘惑。<br>サイズからは想像できない遠投性。<br>あらゆるシャローに対応！<br><br>imaプロスタッフの大野ゆうき氏完全監修によるサーフェイスミノー。立ち上がりがよく、水面直下をウォブンロールアクションするのが特徴です。スローリトリーブでは薄皮一枚のレンジを剥ぎ取るような独特の引き波を発生させ、港湾・河川・干潟まであらゆるシャローに対応できます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/327,シンキングペンシル,ヨイチ 70 ダイエット,YOICHI 70 Diet,#10,#10,,,,#2,Sinking,スラローム,70,9,10,40,YOICHIはやせても釣果は満腹。<br><br>YOICHIのコンセプトである「遠投性能」、比較的浅いレンジを引きやすい「レンジ性能」、遅巻きでも確実に泳いでくれる「アクション性能」はそのままに、70mmになることで、遠くの水面下10〜30cmをどんな速度でもキープ可能に。マイクロベイトパターンにおいて今までにないアプローチを実現しました。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/86,シンキングペンシル,ヨイチ 80,YOICHI 80,#6,#6,,,,#3,Sinking,スラローム,80,18,20,60,彼方を射抜く忍びのワザ。<br>18gという重量と安定した飛行姿勢から生まれる驚異の飛距離！<br>手元に水中を感じる適度な引き抵抗。<br>港湾部でも使えるちょうど良いサイズ感。<br><br>YOICHIシリーズに初のサイズ展開アイテムが登場！飛距離、シャロー性能、使い易さというYOICHI 99の基本コンセプトは継承し、80mmという使う場所を選ばない絶妙なサイズ感を実現。まさにオールシーズン、オールラウンドで使えるシンキングペンシルの誕生です！,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/83,シンキングペンシル,ヨイチ 99,YOICHI 99,#3,#3,,,,#4,Sinking,スラローム,99,28,10,60,彼方を射抜く忍びのワザ。<br>メタルジグにも劣らない驚異の飛距離！<br>ドリフト釣法・ストップ＆ゴーで使いやすい水平フォール。<br>シーバスはもちろん、サーフのフラットフィッシュにも対応！<br><br>抜群の遠投性能を誇るヘビーウェイトシンキングペンシルのYOICHI 99。ラフウォーターになりやすい磯のヒラスズキや、広大なサーフを探るフラットフィッシュに相性抜群。カップ形状のフェイスは引き抵抗を感じやすく、水中イメージを的確にアングラーへ伝えます。また、流れに対して浮き上がりやすい性質を持つため、シャローエリアにもおすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/85,シンキングペンシル,ヨイチ 99 バリスタ,YOICHI 99 BALLISTA,#3,#3,,,,#4,Sinking,スラローム,88,36,30,80,彼方を射抜く忍びのワザ。<br>メタルジグにも劣らない驚異の飛距離！<br>磯場での沖のシモリやサーフでのボトムの攻略に最適。<br>シーバスはもちろん、サーフのフラットフィッシュにも対応！<br><br>36gというウェイトで、ノーマルモデルよりもさらなる飛距離を追求しました。そのクラス最高峰で桁外れの遠投性能だけでなく、一般的なヘビーウェイトのシンキングペンシルより上のレンジを攻めることができるのも特徴。磯ゲーム、沖のストラクチャー狙い、サーフのボトム攻略の頼もしい存在です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/84,シンキングペンシル,ヨイチ 99 ライト,YOICHI 99 LIGHT,#3,#3,,,,#4,Sinking,スラローム,99,23,10,50,彼方を射抜く忍びのワザ。<br>メタルジグにも劣らない驚異の飛距離！<br>ドリフト釣法・ストップ＆ゴーで使いやすい水平フォール姿勢。<br>ゆるい流れをスローに引けるウエイト設定。<br><br>ノーマルモデルのYOICHI 99を大幅にウエイトダウンして、よりシーバスの使用に特化させたのがYOICHI 99 LIGHT。遠投性能を保ちつつも、シャローが広がる河口や干潟でスローな攻めや、浅根に潜むヒラズスキ攻略にも活躍してくれます。河川のドリフトアクションとの相性も抜群です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/377,バイブレーション,ライキリ 43,RAIKIRI 43,#14,#14,,,,#1,Sinking,ダート&バイブレーション,43,4,20,50,魚のスイッチを入れる奥の手ダートバイブ。<br>RAIKIRIシリーズ最小。比重が高いためキャストしやすく、瀬から渕まで幅広いレンジに対応し、広範囲をテンポよく探れます。RAIKIRI持ち前の簡単キレキレカミナリダートは健在で、ただ巻きはもちろん、ダートをミックスすることで魚の捕食本能にスイッチを入れてリアクションバイトを狙えます。ミノーで探っても釣れなかった時の奥の手ダートバイブです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/505,バイブレーション,ライキリ 43 FULLBITE,RAIKIRI 43 FULLBITE,#10,#10,,,,#1,Sinking,ダート&バイブレーション,43,2.5,10,40,スローフォールでじっくり魅せる、奥の手ダートバイブ。<br>ライキリ 43のライトウェイトモデル。オリジナルモデルから1.5gの減量で沈下速度が遅くなり、いままで引ききれなかった浅瀬にも適応します。また、アクションの合間に一瞬の「バイトタイム」を簡単に演出できるようになりました。シリーズ初採用のシングルフックは、ダートアクションをさらにシャープにし、バラシ軽減にもつながっています。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/215,バイブレーション,ライリキ 60,RAIKIRI 60,#10,#10,,,,#2,Sinking,ダート&バイブレーション,60,11,30,,「ひと口」カミナリダートで魚を魅了。<br>誰でも簡単！キレキレカミナリダート！！<br>港湾部向けの小ぶりなシルエット。<br>安定した飛行姿勢で抜群の飛距離！<br><br>ダート系バイブレーションRAIKIRIのひと口サイズ「RAIKIRI 60」。安定した飛行姿勢、乱れないスイムバランス、少しの入力で美しくダートするレスポンスのよさ。シリーズの強みはそのままに、よりセレクティブな状況を攻略できるようサイズダウン。70mm同様、使えるシチュエーション、アクションも豊富です。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/113,バイブレーション,ライリキ 70,RAIKIRI 70,#6,#6,,,,#3,Sinking,ダート&バイブレーション,70,15,50,,バイブレーション界にカミナリが落ちる。<br>誰でも簡単！キレキレカミナリダート！<br>多彩なアクション。<br>安定した飛行姿勢で抜群の飛距離！<br><br>ima初のダートに特化したルアー、RAIKIRI 70は「誰でも簡単な操作でダートさせることができるバイブレーション」をコンセプトに開発。バイブレーションにありがちな不安定な飛行姿勢や針絡みなどのトラブルを取り除き、抜群の飛距離性能も持ちあわせています。あらゆる状況下で使えるエース級ルアーの登場です！,TRUE
,ima,,バイブレーション,ライリキ 70 ブレード,RAIKIRI 70 BLADE,#6,#6,,,,#3,Sinking,バイブレーション/テイルスピン,70,17,30,,大人気のRAIKIRI 70にBLADEチューンモデルが限定登場。<br>多彩なアクションと扱いやすさ、そしてその高い実釣力からバイブレーション界に変革をもたらした「RAIKIRI 70」。<br>そんなRAIKIRI 70にオリジナルブレードを搭載した限定アイテムの登場です。使いやすさはそのままにブレードを加えたことで、アピール力により特化させたモデルに仕上がりました。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/64,ウェイクベイト,リッパー 90,Lipper 90,#4,#4,,,,#3,Floating,ウェイクアクション,90,12,1,20,水面直下のダンスで弱ったベイトを演出！<br>潜りすぎず、水面直下をゆっくりと引き波をたててアピール！<br>ストレスフリーな絶妙の巻き心地で情報伝達能力も高い。<br>デッドスローリトリーブで薄皮一枚のレンジをトレースし弱ったベイトを演出。<br><br>imaプロスタッフ鈴木斉氏プロデュースのima初ウェイクミノー。ベイトが大量すぎてルアーには見向きもしない…そんな状況には、Lipper 90の出番。デッドスローリトリーブで容易に薄皮一枚のレンジをトレースして引き波を立て、弱ったベイトを演出しシーバスを魅了します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/311,ウェイクベイト,リッパー 120,Lipper 120,#3,#3,,,,#3,Floating,ウェイクアクション,120,22,1,30,大型に対応したストレスフリーなウェイクミノー。<br><br>imaプロスタッフ鈴木斉氏プロデュース「Lipper 90」のサイズアップモデル。Lipperシリーズの特徴はそのままに、120mmになることで秋に大きくなったイナッコのサイズ感にベストマッチ。弱って引き波を立てながらゆらゆら泳いでいるイナッコや、イワシの群れをイミテートすることで上を向いたシーバスに絶大な効果を発揮します。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/82,ジグミノー,ロケットベイト 75,Rocket Bait 75,#12,#12,,,,#2,Sinking,微弱タイトローリング,75,13,5,40,宇宙の果てまでジグミノー。<br>遠投性能はオリジナルモデルをそのままに継承！<br>小型ベイトの波動を模した微弱ロールアクション。<br>広大なオープンエリアが得意。<br><br>Rocket Baitの最小モデル。圧巻の飛距離は継承しつつ、早春のマイクロベイトパターンなどルアーサイズやウェイトをあげられない状況に欠かせません。小型のベイトが発する弱々しい波動を追求した微弱タイトローリングアクションは、遊泳力のないベイトを捕食している時におすすめです。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/80,ジグミノー,ロケットベイト 95,Rocket Bait 95,#6,#4,,,,#3,Sinking,タイトローリング,95,22,5,100,宇宙の果てまでジグミノー。<br>抜群の飛距離で遠くのシャローまで届く!<br>シャローをスローにトレースできる。<br>シーバスはもちろん、フラットフィッシュ・青物にも対応！<br><br>シャローをスローに引くことの出来る超遠投型ジグミノーとして開発されたのがRocket Bait 95。特徴的なリップによりすばやい浮き上がりとタイトローリングアクションを持ちあわせ、シーバスをはじめ、フラットフィッシュや青物にも効果的。名前負けしない絶対的な飛距離で、遠投性を求められる状況のなか結果を出してくれます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/81,ジグミノー,ロケットベイト 95 ヘヴィー,Rocket Bait 95 Heavy,#6,#4,,,,#3,Sinking,タイトローリング,95,30,20,200,宇宙の果てまでジグミノー。<br>ノーマルモデルよりウェイトアップで遠投性能が向上。<br>ラフコンディションの操作性、レンジキープ力がUP！<br>ディープやボトムエリアの攻略が可能に。<br><br>アングラーの尽きることない飛距離への要求を形にしたモデル。ノーマルモデルより8gウェイトアップすることにより、大幅に飛距離、荒天時の操作性とレンジキープ能力を向上。サーフや磯などの飛距離を求められるフィールドで活躍。M〜MHクラスのロングロッドと相性がよく、最適なタックルセッティングを組むことで驚愕の飛距離を出すことができます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/429,シンキングペンシル,カーム 80,CALM 80,#10,#10,,,,#2,Sinking,スローウォブンロール,80,7,0,20,広範囲を探れる銘品ルアー、「CALM」シリーズが数量限定で復刻。小型ベイトをイミテートする80mmサイズは、港湾や運河、小規模河川にマッチ。ウェイトは7gとシェイプの割りには重く、遠投性能も間違いなし。流れの強い場所やバチが表層まで浮き上がらない状況で特に威力を発揮してくれます。,TRUE
,ima,https://www.ima-ams.co.jp/product/products/detail/428,シンキングペンシル,カーム 110,CALM 110,#10,#10,,,,#2,Sinking,ウォブンロール,110,11,0,30,飛距離抜群のスリムシンキングペンシルベイト。<br><br>広範囲を探れる銘品ルアー、「CALM」シリーズが数量限定で復刻。河川バチパターンに最適な110mmサイズは、超デッドリトリーブにも対応する優れたボディバランスで、シーズン初期の大型バチパターンや攻略が難しいとされているサヨリパターンにも効果的です。,TRUE